visits,interlibrary_relation_code,fscs_definition_code,overdue_policy,beac_code,locale_code,population_lsa,county_population,print_volumes,ebook_volumes,num_lib_branches,num_bookmobiles
313044,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Suburb,89395,5087072,159212,2007999,2,0
20696,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,2193,18300,18376,43567,0,0
84246,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,12068,5087072,59365,80455,0,0
28080,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,4899,5087072,22619,122372,0,0
4160,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,5199,33228,27301,0,0,0
6500,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,8291,16334,30555,175724,0,0
46098,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,21687,5087072,33426,918947,0,0
236455,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,39656,5087072,136268,833170,0,0
1167,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Rural,525,36673,6306,43222,0,0
3437,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Rural,830,33654,13222,45077,0,0
4000,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,2678,193491,53668,44875,0,0
8158,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,4450,13250,25908,70654,0,0
4992,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,2432,43105,13572,45077,0,0
20563,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,5512,280922,36201,60346,0,0
94813,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Suburb,31731,129541,104356,79979,0,0
250986,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,City,113150,177513,328862,90381,4,1
23938,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,5908,177513,34287,72253,0,0
33029,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,16851,700728,53820,903893,0,0
45616,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Town,9898,108309,31848,75944,0,0
11349,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,2258,11954,14659,74241,0,0
9932,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,1897,205644,14988,104746,0,0
2185,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,1021,13250,8505,170781,0,0
119150,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,79063,700728,111177,74423,0,0
41546,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,14092,139976,47748,106362,0,0
12888,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,2692,51265,11730,96877,0,0
27890,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,11150,35320,50711,62713,0,0
150838,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Suburb,65645,5087072,150452,81181,1,1
734,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,1195,71652,4955,0,0,0
65655,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Suburb,30376,5087072,84803,86246,0,0
52171,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Town,7832,32729,64838,130000,0,0
19792,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,3840,177513,27892,79657,0,0
6500,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,1946,54498,15340,5600,0,0
74619,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,15044,5087072,75920,65280,0,0
89410,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Town,39463,64441,124464,41946,0,0
37375,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,12371,205644,61223,264427,0,0
9259,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,3804,29815,18262,43222,0,0
37487,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Suburb,12500,5087072,67886,62831,0,0
1265,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,1459,71652,10176,214223,0,0
84692,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,11717,5087072,38331,170025,0,0
15638,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,10578,5087072,16320,3459,0,0
27422,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Suburb,5153,141236,23387,8854,0,0
21224,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,4855,141236,35000,85000,0,0
40709,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,14676,18300,77113,43442,3,0
30696,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,13296,51265,45431,46618,0,0
35308,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Suburb,7540,193491,30481,997346,0,0
90218,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,City,37108,141236,142608,8173,1,1
293185,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,City,148655,280922,135987,75054,3,1
73101,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,24200,5087072,161154,6526,0,0
7890,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,1578,11543,19578,43222,0,0
68097,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,22744,921213,78605,89554,0,0
5210,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,980,3569,12116,43222,0,0
112922,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,39675,708760,94046,181588,0,0
27069,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,1476,262752,18424,72952,0,0
2230,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,1068,37138,8806,0,0,0
35695,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,3005,6733,24526,87597,0,0
314432,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,55889,514982,192323,157417,0,0
8297,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,6064,21164,34383,31103,2,0
12442,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,5598,205644,24415,146612,0,0
44976,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,7282,36673,33849,53885,0,0
3497,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,1117,48411,11949,45077,0,0
32708,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Suburb,7714,100288,33048,85035,0,0
2883,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,3748,15526,17553,42752,0,0
525947,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,City,130345,5087072,296190,193295,2,0
21035,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,11709,5087072,47117,89565,0,0
10764,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,3647,54498,22768,38964,0,0
2538,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,2159,32729,10178,45077,0,0
8572,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,4406,108309,59945,147067,0,0
2652,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,1888,37138,8775,43222,0,0
2505,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,863,100288,12104,44875,0,0
2045,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,1054,4670,7821,0,0,0
1386,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Rural,821,32729,7763,44569,0,0
3692,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Rural,1638,26136,15343,170781,0,0
15323,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,6232,15487,25965,100436,0,0
60610,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,21780,700728,36848,39164,0,0
2664,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,1605,71652,17653,171,0,0
2798,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,1208,205644,10480,88485,0,0
23460,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,8003,141236,12921,70485,0,0
498954,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,City,67824,5087072,274431,63372,0,1
74247,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,9255,100288,58236,44300,0,0
6500,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Rural,1122,4317,8050,0,0,0
62898,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,21465,5087072,43263,155709,0,0
7392,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,4095,29815,15284,18294,0,0
3188,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,3106,32541,9563,20058,0,0
13312,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,5582,32729,29705,63026,0,0
181941,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,City,114394,193491,194659,107835,0,0
1319,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Rural,877,170441,9067,0,0,0
4200,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,5054,44018,19000,54160,0,0
10896,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,4182,29815,17337,43442,0,0
10920,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,13869,5087072,26394,121422,0,0
7543,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Great Lakes,Town,14764,54498,49055,96831,0,0
30111,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Great Lakes,Suburb,10833,5087072,29343,76650,0,0
